Gene	Median_Genetic_load
Zm00001d012366	0
Zm00001d012367	0
ENSRNA049455358	0.1448
Zm00001d012368	0.1448
Zm00001d012369	0.3926
ENSRNA049455219	0
Zm00001d012371	0
ENSRNA049455282	0
Zm00001d012373	0
ENSRNA049455334	0.0578
Zm00001d012376	0
Zm00001d012375	0
ENSRNA049455242	0.6714
Zm00001d012377	0.4224
Zm00001d012379	0.334
Zm00001d012378	0.348
Zm00001d012380	0.0806
Zm00001d012381	1.77804
Zm00001d012382	0.8713
Zm00001d012384	1.2344
Zm00001d012383	0.2462
Zm00001d012385	0
Zm00001d012386	0
Zm00001d012387	0.268
Zm00001d012390	0.644
Zm00001d012391	0
Zm00001d012392	0.012
Zm00001d012393	0
Zm00001d008147	0
Zm00001d012394	5.59904
Zm00001d012396	1.50926
Zm00001d012395	1.8106
Zm00001d012397	1.9864
Zm00001d012398	0.0844
Zm00001d012399	0
Zm00001d012400	0
Zm00001d008148	2.289
Zm00001d012401	2.70906
Zm00001d012402	1.80902
Zm00001d008149	0
Zm00001d012403	0
Zm00001d012404	1.356
Zm00001d008150	0
Zm00001d008151	0.2661
Zm00001d012405	0
Zm00001d012406	0
Zm00001d012407	0.1212
Zm00001d012408	1.20566
Zm00001d012409	0
Zm00001d012411	0
Zm00001d012412	0.3658
Zm00001d012413	0
Zm00001d012414	1.39408
Zm00001d012415	0.9818
Zm00001d012416	2.2054
ENSRNA049448648	2.2054
Zm00001d012417	2.94714
Zm00001d012419	1.6458
Zm00001d012418	1.4618
Zm00001d012420	0.888
Zm00001d012421	0
Zm00001d012422	1.6261
ENSRNA049448545	1.6261
Zm00001d008152	0
Zm00001d012423	0.514
Zm00001d012424	9.01432
Zm00001d012426	8.32482
Zm00001d012425	3.2179
Zm00001d008153	3.2179
Zm00001d012427	1.2144
Zm00001d012428	0
Zm00001d012430	0
Zm00001d012429	0.8358
Zm00001d012431	0.2872
Zm00001d012432	0.1994
Zm00001d012433	0.4902
Zm00001d008154	0
Zm00001d012434	1.5746
Zm00001d012435	2.875
Zm00001d012437	0.8
Zm00001d012438	2.1842
Zm00001d012439	0
Zm00001d012440	2.5172
Zm00001d012441	0.3862
Zm00001d012442	0
ENSRNA049448640	0
Zm00001d012443	1.4324
Zm00001d012444	1.7288
Zm00001d012445	0.224
Zm00001d012446	2.0273
Zm00001d012447	0.4984
Zm00001d012449	2.2438
Zm00001d012448	4.396
Zm00001d012450	0.8564
Zm00001d012451	0.354
Zm00001d012453	5.1976
Zm00001d012452	0.462
Zm00001d012454	0
Zm00001d012456	0
Zm00001d012458	2.137
Zm00001d012457	4.78918
Zm00001d008155	0.268
Zm00001d012459	0.268
Zm00001d012460	0.4412
Zm00001d012463	1.8236
Zm00001d012465	5.75374
Zm00001d012464	3.243
Zm00001d012466	0.4896
Zm00001d012468	2.08296
Zm00001d012467	1.592
Zm00001d012469	2.687
Zm00001d012471	1.03654
Zm00001d012472	1.1788
Zm00001d012473	0.4572
Zm00001d012474	1.2402
Zm00001d012475	0.3774
Zm00001d012476	1.89416
Zm00001d012477	2.2246
Zm00001d012479	0
Zm00001d012478	0.96
Zm00001d012480	2.6672
Zm00001d012481	0
Zm00001d012482	2.8834
Zm00001d012483	0
Zm00001d012485	2.0308
Zm00001d012484	1.1226
Zm00001d012486	3.582
Zm00001d008156	3.45098
Zm00001d012488	2.26018
Zm00001d012489	0.266
Zm00001d012490	1.5898
Zm00001d012491	0.0454
ENSRNA049448622	0.0454
Zm00001d012492	1.31476
Zm00001d012493	2.90616
Zm00001d012494	3.3372
Zm00001d012495	0.339
Zm00001d012497	0.924
Zm00001d012496	0
Zm00001d012498	0
Zm00001d012500	1.88722
Zm00001d012499	1.62352
Zm00001d012501	1.43872
Zm00001d012503	0
Zm00001d012504	1.09762
Zm00001d012505	2.4744
Zm00001d012506	0
Zm00001d012507	3.3868
Zm00001d012508	0
Zm00001d012509	0.4924
Zm00001d012510	0.0752
Zm00001d012511	0.9844
Zm00001d012512	1.1424
Zm00001d012513	0
Zm00001d012514	1.229442
Zm00001d012515	0
Zm00001d012516	0.4874
Zm00001d012517	0.001744
Zm00001d012518	0.7314
Zm00001d012520	2.19948
Zm00001d012521	1.544
Zm00001d012522	0.24945
Zm00001d008157	0
Zm00001d012524	0.5872
Zm00001d012525	0.5266
Zm00001d012526	0.9
Zm00001d008158	0.322
Zm00001d012527	0.44152
Zm00001d012528	0.528
Zm00001d012529	0
Zm00001d012530	0
Zm00001d012531	0.4398
Zm00001d012532	2.58683
Zm00001d012533	1.086
Zm00001d012534	4.42446
Zm00001d012535	0.3228
Zm00001d012536	0.4206
Zm00001d012537	0
Zm00001d012538	0.0282
Zm00001d012539	0.42514
Zm00001d012540	0
Zm00001d012542	0
Zm00001d012543	0.83484
Zm00001d012544	0.83
Zm00001d012545	2.5548
Zm00001d012546	0
Zm00001d012548	0.322
Zm00001d012549	1.33236
Zm00001d012550	0.3314
Zm00001d012551	0
Zm00001d012552	0
Zm00001d012553	0.8582
ENSRNA049455185	0.338
Zm00001d012557	6.9007
Zm00001d012555	6.9007
Zm00001d012556	5.818
Zm00001d012559	0.1688
Zm00001d012560	2.0237
Zm00001d012561	1.8938
Zm00001d012562	1.1448
Zm00001d012563	2.5066
Zm00001d012564	0.70994
Zm00001d012566	0
Zm00001d012567	5.1533
Zm00001d012568	5.202
Zm00001d012569	2.26546
Zm00001d012570	0
Zm00001d012571	0.64678
Zm00001d012572	3.19138
Zm00001d012573	3.349
Zm00001d012574	5.70334
Zm00001d012575	3.4455
Zm00001d012576	3.963434
Zm00001d012577	1.417
Zm00001d012578	3.326
Zm00001d012580	6.9776
Zm00001d012582	1.24182
Zm00001d012581	1.66702
Zm00001d012583	2.50514
Zm00001d012584	0.8786
Zm00001d008159	4.8346
Zm00001d012585	2.117
Zm00001d012586	0.119
Zm00001d012587	0
Zm00001d012588	0
Zm00001d012590	0.626756
Zm00001d012591	1.0564
Zm00001d012593	0
Zm00001d012594	0.717
Zm00001d012595	1.1744
Zm00001d012596	2.524704
Zm00001d012597	2.341904
Zm00001d012599	7.76778
Zm00001d012598	3.82672
Zm00001d012601	0.7594
Zm00001d012600	4.4878
Zm00001d012602	0.9236
Zm00001d012603	0.0772
Zm00001d012605	1.6626
Zm00001d012604	1.9844
Zm00001d012606	0
Zm00001d012608	2.0501
Zm00001d012607	1.6745
Zm00001d012609	0.1898
Zm00001d012610	0.83706
Zm00001d012611	6.2018
Zm00001d012612	0
Zm00001d008160	0
Zm00001d012613	0.8188
Zm00001d012614	0.0914
Zm00001d008161	0.3626
Zm00001d012615	0.222
Zm00001d012617	2.723718
ENSRNA049448612	2.723718
Zm00001d008162	0.12236
Zm00001d012619	2.53136
Zm00001d012618	6.0464
Zm00001d012620	1.2667
Zm00001d012621	0.4244
Zm00001d012623	1.7782
Zm00001d012624	0
Zm00001d012626	0.41376
Zm00001d012625	0.29018
Zm00001d012627	0
Zm00001d012628	0
Zm00001d008163	1.5668
Zm00001d012629	0.37252
Zm00001d012630	0.1922
Zm00001d012632	3.2194
Zm00001d012633	3.2252
Zm00001d008164	2.576
Zm00001d012635	3.5938
Zm00001d012634	4.6484
Zm00001d012636	0.9406
Zm00001d012637	0.028
Zm00001d012639	0
Zm00001d012640	0.359
Zm00001d012641	1.5044
Zm00001d012642	0
Zm00001d012643	0
Zm00001d012644	5.11972
Zm00001d012645	3.3958
Zm00001d012646	0
Zm00001d012647	0.678
Zm00001d012648	3.7998
Zm00001d012649	0
Zm00001d012651	1.0904
Zm00001d012652	0
Zm00001d012653	2.6506
Zm00001d008165	2.8384
Zm00001d012654	4.0454
Zm00001d012655	0.00242
Zm00001d012656	1.97392
Zm00001d012657	1.94232
ENSRNA049448571	1.94232
Zm00001d012658	1.3768
ENSRNA049448577	1.3768
Zm00001d012659	0
Zm00001d012660	0.0422
Zm00001d012661	0.3726
Zm00001d012662	0
Zm00001d012664	1.9497
Zm00001d012663	0.4326
Zm00001d012665	0.1936
Zm00001d012666	1.4812
Zm00001d012668	1.3346
Zm00001d012667	0
Zm00001d012669	0.0023
ENSRNA049448607	0.0023
Zm00001d012670	0.266
Zm00001d012671	0.662
Zm00001d012672	4.1114
Zm00001d012673	7.9985
Zm00001d008166	0
Zm00001d012674	0
Zm00001d012675	3.0044
Zm00001d012676	0.0914
Zm00001d012677	0
Zm00001d012678	0
Zm00001d012679	0.087
Zm00001d012680	0.973
Zm00001d012681	0
Zm00001d012682	0
Zm00001d012683	1.117
Zm00001d012684	1.39494
Zm00001d012685	0
Zm00001d012686	7.42926
Zm00001d012687	3.1528
Zm00001d012688	1.4794
Zm00001d012690	2.569
Zm00001d012689	2.2966
Zm00001d012692	8.40494
ENSRNA049448599	8.40494
Zm00001d012691	3.1682
Zm00001d012693	2.84776
Zm00001d012694	0
Zm00001d012696	3.19494
Zm00001d012695	2.34338
Zm00001d012697	1.0204
Zm00001d012699	0
Zm00001d012700	1.3046
Zm00001d012701	0.55864
Zm00001d012702	5.30568
Zm00001d012703	0.599
Zm00001d012707	0.18814
Zm00001d012706	2.7934
Zm00001d012708	0
Zm00001d012709	1.93432
Zm00001d012710	0
Zm00001d012711	4.7846
Zm00001d012712	3.20344
Zm00001d008167	2.2974
Zm00001d012713	1.89824
Zm00001d012716	0.6772
Zm00001d012714	0.1116
Zm00001d012715	0
Zm00001d012717	0.3302
Zm00001d012718	0.1082
Zm00001d012719	4.4276
Zm00001d012721	4.4606
Zm00001d012720	0.476
Zm00001d012722	0
Zm00001d012725	1.0986
Zm00001d012726	0.3666
Zm00001d012728	0
Zm00001d012730	0
Zm00001d012729	0
Zm00001d012731	2.6719
Zm00001d012732	0
Zm00001d012733	0.846
Zm00001d012734	1.6882
Zm00001d012735	3.66574
Zm00001d012737	1.59644
Zm00001d012736	3.12424
Zm00001d012738	2.78024
Zm00001d012739	2.09342
ENSRNA049448588	2.09342
Zm00001d012740	0.1774
Zm00001d012741	0.7502
Zm00001d012742	0.6065
Zm00001d012743	0
Zm00001d012744	0
Zm00001d012745	0.23
Zm00001d012746	0.3442
Zm00001d012747	1.54662
Zm00001d012748	0.2474
Zm00001d012749	0.491
Zm00001d012750	0.799
Zm00001d012751	0
Zm00001d012752	0
Zm00001d012753	0.3202
Zm00001d012755	0.612
Zm00001d012754	0.854
Zm00001d012757	0.216
Zm00001d012760	0.242
Zm00001d012758	2.616
Zm00001d012761	0
Zm00001d012762	0.7877
ENSRNA049448593	0.7877
Zm00001d012763	1.9064
Zm00001d012764	0.8454
Zm00001d012765	0.182
Zm00001d012766	0.34
Zm00001d012767	0.204
Zm00001d012768	0
Zm00001d012769	0
Zm00001d012770	0
Zm00001d012771	0
Zm00001d012772	0.99
Zm00001d012773	0
Zm00001d012774	0.2224
Zm00001d012775	0
ENSRNA049474375	0.6158
Zm00001d012776	0
Zm00001d012778	0
Zm00001d012779	0
Zm00001d012780	0
Zm00001d012781	0.466
Zm00001d012782	0
Zm00001d012784	0
Zm00001d012785	0
Zm00001d012786	0
Zm00001d012787	0.855
Zm00001d012788	0
Zm00001d012789	0.056
Zm00001d012790	0
Zm00001d012791	0
Zm00001d012792	0
Zm00001d044717	0.20958
Zm00001d044719	0.1358
Zm00001d044720	0
Zm00001d044723	0
Zm00001d044724	0.0548
Zm00001d044725	0.248
Zm00001d044726	0
Zm00001d044727	0
Zm00001d044728	0.1196
Zm00001d044729	0.6732
Zm00001d044731	0.1309
Zm00001d044730	0
Zm00001d044732	0.448
Zm00001d044733	0
Zm00001d044734	0.1606
Zm00001d044736	0
Zm00001d044738	0.7536
Zm00001d044739	2.7376
Zm00001d044740	0
Zm00001d027046	0.2868
Zm00001d044742	0.468
Zm00001d044743	0
Zm00001d044744	0.6584
Zm00001d044745	1.063
Zm00001d044746	0
Zm00001d027047	1.2409
Zm00001d027048	1.2409
Zm00001d044747	1.2409
Zm00001d044748	0.674
Zm00001d044749	0
Zm00001d044750	0
Zm00001d044752	0.552
Zm00001d044753	0.0312
Zm00001d044754	1.0206
Zm00001d044755	0.5094
Zm00001d044756	0.5094
Zm00001d044757	0
Zm00001d044758	0.651
Zm00001d044759	0
Zm00001d044760	0
Zm00001d027049	0
Zm00001d044762	0.0634
Zm00001d044763	0
Zm00001d044765	0
Zm00001d044766	0.356
Zm00001d044767	1.4812
Zm00001d044768	0.84
Zm00001d044769	0.059
Zm00001d044770	1.5336
Zm00001d044772	6.43908
Zm00001d044771	7.1144
Zm00001d044773	0.452
Zm00001d044774	0.4214
Zm00001d044775	3.06228
Zm00001d044776	0
Zm00001d044777	0.589618
Zm00001d044778	1.261018
Zm00001d044779	0.1937
Zm00001d044780	0
Zm00001d044781	0
Zm00001d044783	0.302
Zm00001d044784	0.1936
Zm00001d044785	0.25494
Zm00001d044788	0.244
Zm00001d044789	0
Zm00001d044790	0
Zm00001d044792	0
Zm00001d044791	0.352
Zm00001d044793	0.492
Zm00001d044795	0.296
Zm00001d044796	0.296
Zm00001d044798	0
Zm00001d044801	0.1118
Zm00001d044802	1.0152
Zm00001d044803	0.5694
Zm00001d044804	0.564
Zm00001d044806	0
Zm00001d044808	0
Zm00001d044809	0
Zm00001d044810	0
Zm00001d044812	0
Zm00001d044813	0
Zm00001d044814	0
Zm00001d044815	0
ENSRNA049462348	0
ENSRNA049462250	0
ENSRNA049462318	0
Zm00001d044816	1.3622
Zm00001d044818	5.2984
Zm00001d044820	1.535
Zm00001d044819	0.45176
Zm00001d044821	3.5612
Zm00001d044822	0.108018
Zm00001d044823	0
Zm00001d044824	0
Zm00001d044825	0.21746
Zm00001d044826	0.0388
Zm00001d044827	0.30106
Zm00001d027050	0.81766
Zm00001d044828	1.19086
Zm00001d027051	0
Zm00001d044829	1.76
Zm00001d044830	0
Zm00001d044831	0
Zm00001d044833	2.4218
Zm00001d044832	2.5162
Zm00001d044834	0.31906
Zm00001d044835	0
Zm00001d044836	0.11888
Zm00001d044838	0
Zm00001d027052	0.4374
Zm00001d044839	0.472
Zm00001d044840	0
Zm00001d044841	0.26906
Zm00001d044843	0
Zm00001d044844	0.6244
Zm00001d044845	0.983308
Zm00001d044846	0
Zm00001d044847	0.24628
Zm00001d044848	0.24628
Zm00001d044849	1.35046
Zm00001d044850	0.7528
Zm00001d044851	0.0412
Zm00001d044853	1.74
Zm00001d027053	0.49
Zm00001d044854	0.1148
Zm00001d044855	0
Zm00001d044856	3.69844
Zm00001d044857	0.6086
Zm00001d044859	0.7932
Zm00001d044860	1.0692
Zm00001d044861	0.296
Zm00001d044862	0.2432
Zm00001d044863	0
Zm00001d044864	0.4402
Zm00001d044865	0
Zm00001d044866	0.3594822
Zm00001d044867	0
Zm00001d044868	0.1378
Zm00001d044869	0
Zm00001d044872	0
Zm00001d044874	0.097
Zm00001d044876	2.55414
Zm00001d044875	2.8421
Zm00001d044877	0
Zm00001d044878	4.0548
Zm00001d044880	0
Zm00001d044881	0.82016
Zm00001d044884	0
Zm00001d044886	0
ENSRNA049450899	0
Zm00001d044885	0
Zm00001d044888	0
ENSRNA049450907	0
Zm00001d044887	0
Zm00001d044889	0.7614
Zm00001d044891	0.832
ENSRNA049450914	0.832
Zm00001d044890	0
Zm00001d044893	0
ENSRNA049450888	0
Zm00001d044892	0
Zm00001d044894	0
ENSRNA049450167	0
Zm00001d044895	0.0946
Zm00001d044896	0
Zm00001d044897	0.0129
Zm00001d044898	1.2928
Zm00001d044899	0.1936
Zm00001d044900	0
Zm00001d044901	0
Zm00001d044902	0.69444
Zm00001d044903	0.24
Zm00001d044904	0.133
ENSRNA049462284	2.04986
Zm00001d044905	0
Zm00001d044906	0.3376
Zm00001d044907	0
Zm00001d044908	0
Zm00001d044909	3.0104
Zm00001d044911	2.8078
Zm00001d044910	2.872
Zm00001d044912	0
Zm00001d044916	0.6037
Zm00001d044915	0.9584
Zm00001d044917	0
Zm00001d044918	0
Zm00001d044920	0
Zm00001d044921	0.1864
Zm00001d044922	0.266
Zm00001d044923	0.059
Zm00001d044925	0.9192
Zm00001d044927	0
Zm00001d044928	0
Zm00001d044929	0.2772
Zm00001d044930	2.184
Zm00001d044931	0
Zm00001d044933	0.3428
Zm00001d044934	0
Zm00001d044936	1.1558
Zm00001d044935	1.1086
Zm00001d044937	0.9008
Zm00001d044938	0.1936
Zm00001d044939	0
Zm00001d044940	0
Zm00001d044941	0
Zm00001d044943	0.1166
Zm00001d044944	0.597
Zm00001d044945	0.101
Zm00001d044947	0
Zm00001d044950	0
Zm00001d044951	0.0303
Zm00001d044954	1.3568
Zm00001d044952	2.9144
Zm00001d044953	2.3062
Zm00001d044956	5.8856
Zm00001d044955	2.9021
Zm00001d044957	2.412
Zm00001d044958	0
Zm00001d044959	0
Zm00001d044961	1.104
Zm00001d044963	0.44
Zm00001d044966	0.4102
Zm00001d044967	0
Zm00001d044969	0.8204
Zm00001d044970	0
Zm00001d044971	0
Zm00001d044972	1.05742
Zm00001d044973	4.86368
Zm00001d044975	0
Zm00001d044976	0.1826
Zm00001d044977	0.7262
Zm00001d044979	0.7262
Zm00001d044978	2.1178
Zm00001d044980	0.3634
Zm00001d044981	0
Zm00001d044982	1.052
ENSRNA049462303	0.2692
ENSRNA049462239	0.2692
ENSRNA049462331	0.266
Zm00001d044983	0
Zm00001d044985	0.69726
Zm00001d044984	1.62352
Zm00001d044986	0.5856
Zm00001d044987	0.65
Zm00001d044988	0.22598
Zm00001d044990	0
Zm00001d044992	0
Zm00001d044991	0
Zm00001d044993	0
Zm00001d044994	0.3726
Zm00001d044995	0
Zm00001d044996	0
Zm00001d044998	2.9844
Zm00001d044999	0.8656
Zm00001d045000	1.681738
Zm00001d045001	2.8213
Zm00001d045002	0
Zm00001d045003	0
Zm00001d045004	0
Zm00001d045006	0.081
Zm00001d045007	0
Zm00001d045008	0
Zm00001d045009	0
Zm00001d045012	0
Zm00001d045013	0.686
Zm00001d045014	2.5284
Zm00001d045016	0.7416
Zm00001d045015	0
Zm00001d045017	1.5097
Zm00001d045018	0.0602
Zm00001d045019	0
Zm00001d045021	2.267
Zm00001d045022	2.5842
Zm00001d045024	1.90138
Zm00001d045025	0.1886
Zm00001d045026	0.2028
Zm00001d045027	0.0944
Zm00001d045029	1.4844
Zm00001d045028	4.0798
Zm00001d045030	0.206
Zm00001d045031	0.372
Zm00001d045034	0
Zm00001d045036	0
Zm00001d045037	0.0896
Zm00001d045039	0.65066
Zm00001d045041	0
Zm00001d027054	0
Zm00001d045042	0.854
Zm00001d045043	1.5974
Zm00001d027055	2.20674
Zm00001d045044	0.4794
Zm00001d045045	0
Zm00001d045046	1.5346
Zm00001d027056	0.9842
Zm00001d045047	0
Zm00001d045048	0.0914
Zm00001d045049	0
Zm00001d045050	0
Zm00001d045051	2.598
Zm00001d045052	1.6563
Zm00001d045053	2.868
Zm00001d045054	2.52
Zm00001d045056	0.796
Zm00001d045055	2.6402
Zm00001d045057	0
Zm00001d045058	0
Zm00001d045059	0
Zm00001d045061	0
Zm00001d045062	0
Zm00001d045063	0
Zm00001d045064	1.877
Zm00001d045065	0
Zm00001d045067	0
Zm00001d045069	0.0562
Zm00001d045068	5.29622
Zm00001d045070	0.04406
Zm00001d045071	0.1688
Zm00001d045072	0.2376
Zm00001d045074	0
Zm00001d045075	0
Zm00001d045076	0.8732
Zm00001d045078	1.53894
Zm00001d045077	0.94446
Zm00001d045079	1.24759
Zm00001d045080	0.41078
Zm00001d045082	0
Zm00001d045084	0
Zm00001d045085	4.5832
Zm00001d045086	0.4906
Zm00001d045088	0.1132
Zm00001d045087	3.7728
Zm00001d045089	0.0304
Zm00001d045090	0.9986
Zm00001d045091	0
Zm00001d045092	0
Zm00001d045094	0
Zm00001d045096	0.5412
Zm00001d045095	3.4014
Zm00001d045097	0.7528
Zm00001d045098	0.7296
Zm00001d045099	0
Zm00001d045101	0
Zm00001d045102	0
Zm00001d045103	0
Zm00001d045104	0.95598
Zm00001d045105	2.13322
Zm00001d045106	0
Zm00001d045107	1.5634
Zm00001d045108	2.967
Zm00001d045109	0.4012
Zm00001d045110	0.2882
Zm00001d045111	0.96258
Zm00001d045112	0
Zm00001d045114	7.584
Zm00001d045113	0.9986
Zm00001d045117	0.7912
Zm00001d045118	0.3488
Zm00001d045119	0.7702
Zm00001d045120	2.307
Zm00001d045121	1.55476
Zm00001d045122	2.77568
Zm00001d045123	0
Zm00001d045124	0.35756
Zm00001d045125	0.2372
Zm00001d027057	0
Zm00001d045127	0.2316
Zm00001d045128	0
Zm00001d045129	6.44664
Zm00001d045130	0.3622
Zm00001d045132	0.744
Zm00001d045134	0.0414
Zm00001d045133	2.474
Zm00001d045135	0
Zm00001d045136	0.1036
Zm00001d045138	3.86104
Zm00001d045137	2.40184
Zm00001d045139	1.0134
Zm00001d045140	0
Zm00001d045141	0.49104
Zm00001d045142	0
Zm00001d045144	0.266
Zm00001d027058	2.12822
Zm00001d045145	0.27446
Zm00001d045146	0.6116
Zm00001d045147	0
Zm00001d045148	0
Zm00001d045149	0
Zm00001d045152	0
Zm00001d027059	0
Zm00001d045153	0.7008
Zm00001d045154	0.37046
Zm00001d045155	3.1716
Zm00001d045156	4.1692
Zm00001d045157	0.0588
Zm00001d045158	0.031
Zm00001d045159	0.3182
Zm00001d045160	0
Zm00001d045162	0
Zm00001d045163	0
Zm00001d045164	1.805
Zm00001d045165	2.5677
Zm00001d045166	1.29214
Zm00001d045169	1.4066
Zm00001d045171	3.2606
Zm00001d045172	0
Zm00001d045173	0
zma-MIR396h	3.21816
ENSRNA049477903	2.3704
zma-MIR396b	2.41168
Zm00001d045175	2.38332
Zm00001d045174	3.1948
Zm00001d045176	0.9702
Zm00001d045178	0
Zm00001d045179	0.4506
Zm00001d045181	5.0293
Zm00001d045180	1.9562
Zm00001d045183	1.05
Zm00001d045182	2.0166
Zm00001d045184	0.56422
Zm00001d045185	0.318
Zm00001d045188	0
Zm00001d045190	0
Zm00001d045191	1.9128
Zm00001d045192	0.312
Zm00001d045194	6.692
Zm00001d045193	3.72622
Zm00001d045195	0.425
Zm00001d045199	0.5676
Zm00001d045201	0.1371
Zm00001d045202	0.0322
Zm00001d045203	1.80126
Zm00001d045204	0.35
Zm00001d045205	0
Zm00001d045207	4.4496
Zm00001d045206	1.7648
Zm00001d045208	0
Zm00001d045209	0
Zm00001d045210	0
Zm00001d045211	0.6728
Zm00001d045213	1.8852
Zm00001d045212	0.7439
Zm00001d045215	0
Zm00001d045216	1.46886
ENSRNA049477899	1.2886
Zm00001d045217	0.222
Zm00001d045218	0.1102
Zm00001d045219	0.1394
Zm00001d045220	1.1144
Zm00001d045221	0.25
Zm00001d045223	0.2258
Zm00001d045224	1.34416
Zm00001d045225	2.187
Zm00001d045226	0.65
Zm00001d045227	0
Zm00001d045228	0
Zm00001d045230	0
Zm00001d045231	0
Zm00001d027060	1.14254
Zm00001d045232	0.396
Zm00001d045233	1.336
Zm00001d045234	1.336
ENSRNA049450181	1.336
Zm00001d045235	0.444
Zm00001d045237	0.224
Zm00001d045238	0
Zm00001d045240	0
Zm00001d045244	0
Zm00001d045247	2.388
Zm00001d045248	0
Zm00001d045250	0.384824
Zm00001d045251	3.305624
Zm00001d045252	0
Zm00001d045253	0
Zm00001d045254	0.08559
Zm00001d045256	0.0372
Zm00001d045257	0.1094
Zm00001d045258	0.193
Zm00001d045260	0.2158
Zm00001d027061	0.0714
Zm00001d045261	1.366
Zm00001d045262	0.394
Zm00001d045263	0
Zm00001d045264	0.1918
Zm00001d045266	0.2653
Zm00001d045268	0
Zm00001d045269	1.3118
Zm00001d045270	0
Zm00001d045272	0.49
Zm00001d045271	0.418
Zm00001d045274	0
Zm00001d045277	0
Zm00001d045276	0
Zm00001d045278	0
Zm00001d045279	0
Zm00001d045280	0
Zm00001d045282	0
Zm00001d045283	0.9904
Zm00001d045286	0.7172
Zm00001d045285	0.482
Zm00001d045287	0
Zm00001d045289	0.0404
Zm00001d045290	0.0404
Zm00001d045288	0
Zm00001d045291	0
Zm00001d045292	0
Zm00001d045293	0
Zm00001d045294	0
Zm00001d045295	0.85622
Zm00001d045297	0.85622
Zm00001d045296	1.1665
Zm00001d045298	0.8871
Zm00001d045299	0
Zm00001d045300	0.204
Zm00001d045301	0
Zm00001d045302	1.3134
Zm00001d045304	3.2278
Zm00001d045305	0
Zm00001d045306	0
Zm00001d045308	0.3678
Zm00001d045309	0
Zm00001d045310	0.224
Zm00001d045311	0.4836
Zm00001d045312	0.8778
Zm00001d045314	6.5649
Zm00001d045313	3.0356
Zm00001d045315	2.92572
Zm00001d045316	1.5898
Zm00001d045318	4.3542
Zm00001d045319	0
Zm00001d045320	3.10284
Zm00001d045321	0.6336
Zm00001d045322	1.05072
Zm00001d045323	2.64428
Zm00001d045324	0
Zm00001d045326	0
ENSRNA049477898	6.64384
Zm00001d045327	6.64384
Zm00001d045328	0.6234
Zm00001d045329	0
Zm00001d045330	0
Zm00001d045331	0
Zm00001d045334	0
Zm00001d045332	2.48258
Zm00001d045335	4.6642
Zm00001d045336	0.778
Zm00001d045338	0.34
Zm00001d045339	0
Zm00001d045342	1.078
Zm00001d045340	0.298
Zm00001d027062	0.298
Zm00001d045341	0
Zm00001d045344	0
Zm00001d045348	0
Zm00001d045347	0
Zm00001d045349	0
Zm00001d045350	0.3324
Zm00001d045351	3.1497
Zm00001d045352	0
Zm00001d045353	0
Zm00001d045354	2.90738
Zm00001d045355	0.3872
Zm00001d045356	0
Zm00001d045357	0
Zm00001d045358	0
Zm00001d045359	0.69486
Zm00001d045360	0.0914
Zm00001d045361	0
Zm00001d027063	0
Zm00001d045364	0.3224
Zm00001d027064	0
Zm00001d027065	0
Zm00001d045365	0
Zm00001d045367	3.3454
Zm00001d045366	1.1056
Zm00001d045368	0
Zm00001d045369	0.643
Zm00001d045370	0.5572
Zm00001d045371	0
Zm00001d045372	0.0396
Zm00001d045373	0.4526
Zm00001d045374	1.3776
Zm00001d045375	0.3268
Zm00001d027066	1.334
Zm00001d045376	0.0334
Zm00001d045377	0
Zm00001d045378	0.69
Zm00001d045379	0
Zm00001d045380	0
Zm00001d045381	0
ENSRNA049477080	0.84196
ENSRNA049477082	0.5881
Zm00001d045382	0.3666
ENSRNA049477087	0.3666
Zm00001d045384	5.30906
Zm00001d045383	5.4386
Zm00001d045385	0.39624
Zm00001d045386	0.06292
Zm00001d045387	0.5076
Zm00001d045388	0.7103
ENSRNA049477077	1.787
ENSRNA049477092	2.3226
Zm00001d045389	0.3346
Zm00001d045390	0
Zm00001d045391	0
Zm00001d045392	0
Zm00001d045393	0.371
Zm00001d045394	4.5948
Zm00001d045395	6.0112
Zm00001d045396	1.954
Zm00001d045397	0.3962
Zm00001d045398	0.11326
Zm00001d045399	0.8688
Zm00001d045401	1.0947
Zm00001d045400	0.228
Zm00001d045402	0
Zm00001d045403	0.1606
Zm00001d045404	0.8972
Zm00001d045405	0
Zm00001d045406	1.73
Zm00001d045408	0
Zm00001d045410	0
Zm00001d045412	0
Zm00001d045414	0
Zm00001d045417	0
Zm00001d045418	0
Zm00001d045420	0.5246
Zm00001d045421	0
Zm00001d045422	0
Zm00001d045423	1.5606
Zm00001d045424	0
Zm00001d045425	0.376
Zm00001d045427	0.2654
Zm00001d045430	0
Zm00001d045431	0
Zm00001d045432	1.538
Zm00001d045433	0
Zm00001d045434	0
Zm00001d045435	0
Zm00001d045436	0.90685
Zm00001d027067	0.5994
Zm00001d045440	0
Zm00001d045441	0
Zm00001d045444	0
Zm00001d045445	1.684
Zm00001d045446	0
Zm00001d045447	0
Zm00001d045448	0.462
Zm00001d045450	1.3347
Zm00001d045451	0
Zm00001d027068	0.62446
Zm00001d045452	0
ENSRNA049477097	0
ENSRNA049477101	0
Zm00001d045453	0
Zm00001d045454	0
Zm00001d045455	0
Zm00001d045456	0.9588
